ghi,dni,dhi,air_temp,period_end,period,power,power_p10,power_p90
693,462,287,37,2026-07-10 13:50:00,PT5M,,,
683,455,287,37,2026-07-10 13:55:00,PT5M,,,
672,448,286,37,2026-07-10 14:00:00,PT5M,,,
662,441,286,37,2026-07-10 14:05:00,PT5M,,,
651,434,285,37,2026-07-10 14:10:00,PT5M,,,
639,427,284,37,2026-07-10 14:15:00,PT5M,,,
628,420,282,37,2026-07-10 14:20:00,PT5M,,,
616,412,281,37,2026-07-10 14:25:00,PT5M,,,
603,404,280,37,2026-07-10 14:30:00,PT5M,,,
589,393,279,37,2026-07-10 14:35:00,PT5M,,,
573,379,279,37,2026-07-10 14:40:00,PT5M,,,
557,364,279,37,2026-07-10 14:45:00,PT5M,,,
541,350,278,37,2026-07-10 14:50:00,PT5M,,,
525,336,277,37,2026-07-10 14:55:00,PT5M,,,
509,323,275,37,2026-07-10 15:00:00,PT5M,,,
493,309,273,37,2026-07-10 15:05:00,PT5M,,,
478,296,271,37,2026-07-10 15:10:00,PT5M,,,
462,284,268,37,2026-07-10 15:15:00,PT5M,,,
446,272,264,37,2026-07-10 15:20:00,PT5M,,,
431,260,261,37,2026-07-10 15:25:00,PT5M,,,
415,248,257,37,2026-07-10 15:30:00,PT5M,,,
401,238,252,37,2026-07-10 15:35:00,PT5M,,,
387,232,246,37,2026-07-10 15:40:00,PT5M,,,
374,225,241,37,2026-07-10 15:45:00,PT5M,,,
360,217,235,37,2026-07-10 15:50:00,PT5M,,,
346,210,229,37,2026-07-10 15:55:00,PT5M,,,
333,202,223,36,2026-07-10 16:00:00,PT5M,,,
319,194,216,36,2026-07-10 16:05:00,PT5M,,,
305,186,210,36,2026-07-10 16:10:00,PT5M,,,
291,178,203,36,2026-07-10 16:15:00,PT5M,,,
277,169,196,36,2026-07-10 16:20:00,PT5M,,,
263,161,189,36,2026-07-10 16:25:00,PT5M,,,
249,152,182,36,2026-07-10 16:30:00,PT5M,,,
235,144,175,36,2026-07-10 16:35:00,PT5M,,,
222,137,167,36,2026-07-10 16:40:00,PT5M,,,
209,130,159,36,2026-07-10 16:45:00,PT5M,,,
196,123,151,35,2026-07-10 16:50:00,PT5M,,,
183,115,143,35,2026-07-10 16:55:00,PT5M,,,
170,106,135,35,2026-07-10 17:00:00,PT5M,,,
157,97,127,35,2026-07-10 17:05:00,PT5M,,,
144,87,119,34,2026-07-10 17:10:00,PT5M,,,
131,77,110,34,2026-07-10 17:15:00,PT5M,,,
118,63,102,34,2026-07-10 17:20:00,PT5M,,,
105,48,94,34,2026-07-10 17:25:00,PT5M,,,
92,32,85,34,2026-07-10 17:30:00,PT5M,,,
79,12,77,33,2026-07-10 17:35:00,PT5M,,,
67,0,67,33,2026-07-10 17:40:00,PT5M,,,
55,0,55,33,2026-07-10 17:45:00,PT5M,,,
44,0,44,33,2026-07-10 17:50:00,PT5M,,,
35,0,35,32,2026-07-10 17:55:00,PT5M,,,
26,0,26,32,2026-07-10 18:00:00,PT5M,,,
19,0,19,32,2026-07-10 18:05:00,PT5M,,,
12,0,12,32,2026-07-10 18:10:00,PT5M,,,
7,0,7,31,2026-07-10 18:15:00,PT5M,,,
2,0,2,31,2026-07-10 18:20:00,PT5M,,,
0,0,0,31,2026-07-10 18:25:00,PT5M,,,
0,0,0,31,2026-07-10 18:30:00,PT5M,,,
0,0,0,31,2026-07-10 18:35:00,PT5M,,,
0,0,0,30,2026-07-10 18:40:00,PT5M,,,
0,0,0,30,2026-07-10 18:45:00,PT5M,,,
0,0,0,30,2026-07-10 18:50:00,PT5M,,,
0,0,0,30,2026-07-10 18:55:00,PT5M,,,
0,0,0,30,2026-07-10 19:00:00,PT5M,,,
0,0,0,30,2026-07-10 19:05:00,PT5M,,,
0,0,0,30,2026-07-10 19:10:00,PT5M,,,
0,0,0,29,2026-07-10 19:15:00,PT5M,,,
0,0,0,29,2026-07-10 19:20:00,PT5M,,,
0,0,0,29,2026-07-10 19:25:00,PT5M,,,
0,0,0,29,2026-07-10 19:30:00,PT5M,,,
0,0,0,29,2026-07-10 19:35:00,PT5M,,,
0,0,0,29,2026-07-10 19:40:00,PT5M,,,
0,0,0,29,2026-07-10 19:45:00,PT5M,,,
0,0,0,28,2026-07-10 19:50:00,PT5M,,,
0,0,0,28,2026-07-10 19:55:00,PT5M,,,
0,0,0,28,2026-07-10 20:00:00,PT5M,,,
0,0,0,28,2026-07-10 20:05:00,PT5M,,,
0,0,0,28,2026-07-10 20:10:00,PT5M,,,
0,0,0,28,2026-07-10 20:15:00,PT5M,,,
0,0,0,28,2026-07-10 20:20:00,PT5M,,,
0,0,0,28,2026-07-10 20:25:00,PT5M,,,
0,0,0,28,2026-07-10 20:30:00,PT5M,,,
0,0,0,28,2026-07-10 20:35:00,PT5M,,,
0,0,0,28,2026-07-10 20:40:00,PT5M,,,
0,0,0,27,2026-07-10 20:45:00,PT5M,,,
0,0,0,27,2026-07-10 20:50:00,PT5M,,,
0,0,0,27,2026-07-10 20:55:00,PT5M,,,
0,0,0,27,2026-07-10 21:00:00,PT5M,,,
0,0,0,27,2026-07-10 21:05:00,PT5M,,,
0,0,0,27,2026-07-10 21:10:00,PT5M,,,
0,0,0,27,2026-07-10 21:15:00,PT5M,,,
0,0,0,27,2026-07-10 21:20:00,PT5M,,,
0,0,0,27,2026-07-10 21:25:00,PT5M,,,
0,0,0,27,2026-07-10 21:30:00,PT5M,,,
0,0,0,27,2026-07-10 21:35:00,PT5M,,,
0,0,0,27,2026-07-10 21:40:00,PT5M,,,
0,0,0,27,2026-07-10 21:45:00,PT5M,,,
0,0,0,27,2026-07-10 21:50:00,PT5M,,,
0,0,0,26,2026-07-10 21:55:00,PT5M,,,
0,0,0,26,2026-07-10 22:00:00,PT5M,,,
0,0,0,26,2026-07-10 22:05:00,PT5M,,,
0,0,0,26,2026-07-10 22:10:00,PT5M,,,
0,0,0,26,2026-07-10 22:15:00,PT5M,,,
0,0,0,26,2026-07-10 22:20:00,PT5M,,,
0,0,0,26,2026-07-10 22:25:00,PT5M,,,
0,0,0,26,2026-07-10 22:30:00,PT5M,,,
0,0,0,26,2026-07-10 22:35:00,PT5M,,,
0,0,0,26,2026-07-10 22:40:00,PT5M,,,
0,0,0,26,2026-07-10 22:45:00,PT5M,,,
0,0,0,26,2026-07-10 22:50:00,PT5M,,,
0,0,0,26,2026-07-10 22:55:00,PT5M,,,
0,0,0,26,2026-07-10 23:00:00,PT5M,,,
0,0,0,26,2026-07-10 23:05:00,PT5M,,,
0,0,0,26,2026-07-10 23:10:00,PT5M,,,
0,0,0,26,2026-07-10 23:15:00,PT5M,,,
0,0,0,26,2026-07-10 23:20:00,PT5M,,,
0,0,0,26,2026-07-10 23:25:00,PT5M,,,
0,0,0,26,2026-07-10 23:30:00,PT5M,,,
0,0,0,26,2026-07-10 23:35:00,PT5M,,,
0,0,0,26,2026-07-10 23:40:00,PT5M,,,
0,0,0,26,2026-07-10 23:45:00,PT5M,,,
0,0,0,26,2026-07-10 23:50:00,PT5M,,,
0,0,0,26,2026-07-10 23:55:00,PT5M,,,
0,0,0,26,2026-07-11 00:00:00,PT5M,,,
0,0,0,26,2026-07-11 00:05:00,PT5M,,,
0,0,0,26,2026-07-11 00:10:00,PT5M,,,
0,0,0,25,2026-07-11 00:15:00,PT5M,,,
0,0,0,25,2026-07-11 00:20:00,PT5M,,,
0,0,0,25,2026-07-11 00:25:00,PT5M,,,
0,0,0,25,2026-07-11 00:30:00,PT5M,,,
0,0,0,25,2026-07-11 00:35:00,PT5M,,,
0,0,0,25,2026-07-11 00:40:00,PT5M,,,
0,0,0,25,2026-07-11 00:45:00,PT5M,,,
0,0,0,25,2026-07-11 00:50:00,PT5M,,,
0,0,0,25,2026-07-11 00:55:00,PT5M,,,
0,0,0,25,2026-07-11 01:00:00,PT5M,,,
0,0,0,25,2026-07-11 01:05:00,PT5M,,,
0,0,0,25,2026-07-11 01:10:00,PT5M,,,
0,0,0,25,2026-07-11 01:15:00,PT5M,,,
0,0,0,25,2026-07-11 01:20:00,PT5M,,,
0,0,0,25,2026-07-11 01:25:00,PT5M,,,
0,0,0,25,2026-07-11 01:30:00,PT5M,,,
0,0,0,25,2026-07-11 01:35:00,PT5M,,,
0,0,0,25,2026-07-11 01:40:00,PT5M,,,
0,0,0,25,2026-07-11 01:45:00,PT5M,,,
0,0,0,25,2026-07-11 01:50:00,PT5M,,,
0,0,0,25,2026-07-11 01:55:00,PT5M,,,
0,0,0,25,2026-07-11 02:00:00,PT5M,,,
0,0,0,25,2026-07-11 02:05:00,PT5M,,,
0,0,0,25,2026-07-11 02:10:00,PT5M,,,
0,0,0,25,2026-07-11 02:15:00,PT5M,,,
0,0,0,25,2026-07-11 02:20:00,PT5M,,,
0,0,0,25,2026-07-11 02:25:00,PT5M,,,
0,0,0,25,2026-07-11 02:30:00,PT5M,,,
0,0,0,25,2026-07-11 02:35:00,PT5M,,,
0,0,0,25,2026-07-11 02:40:00,PT5M,,,
0,0,0,25,2026-07-11 02:45:00,PT5M,,,
0,0,0,25,2026-07-11 02:50:00,PT5M,,,
0,0,0,25,2026-07-11 02:55:00,PT5M,,,
0,0,0,25,2026-07-11 03:00:00,PT5M,,,
0,0,0,25,2026-07-11 03:05:00,PT5M,,,
0,0,0,25,2026-07-11 03:10:00,PT5M,,,
0,0,0,25,2026-07-11 03:15:00,PT5M,,,
0,0,0,25,2026-07-11 03:20:00,PT5M,,,
0,0,0,25,2026-07-11 03:25:00,PT5M,,,
0,0,0,25,2026-07-11 03:30:00,PT5M,,,
0,0,0,25,2026-07-11 03:35:00,PT5M,,,
0,0,0,25,2026-07-11 03:40:00,PT5M,,,
0,0,0,25,2026-07-11 03:45:00,PT5M,,,
0,0,0,25,2026-07-11 03:50:00,PT5M,,,
0,0,0,25,2026-07-11 03:55:00,PT5M,,,
0,0,0,25,2026-07-11 04:00:00,PT5M,,,
0,0,0,25,2026-07-11 04:05:00,PT5M,,,
0,0,0,25,2026-07-11 04:10:00,PT5M,,,
0,0,0,25,2026-07-11 04:15:00,PT5M,,,
0,0,0,25,2026-07-11 04:20:00,PT5M,,,
0,0,0,25,2026-07-11 04:25:00,PT5M,,,
0,0,0,25,2026-07-11 04:30:00,PT5M,,,
0,0,0,25,2026-07-11 04:35:00,PT5M,,,
0,0,0,25,2026-07-11 04:40:00,PT5M,,,
0,0,0,25,2026-07-11 04:45:00,PT5M,,,
0,0,0,25,2026-07-11 04:50:00,PT5M,,,
0,0,0,25,2026-07-11 04:55:00,PT5M,,,
0,0,0,25,2026-07-11 05:00:00,PT5M,,,
0,0,0,24,2026-07-11 05:05:00,PT5M,,,
0,0,0,24,2026-07-11 05:10:00,PT5M,,,
0,0,0,24,2026-07-11 05:15:00,PT5M,,,
0,0,0,24,2026-07-11 05:20:00,PT5M,,,
0,0,0,24,2026-07-11 05:25:00,PT5M,,,
0,0,0,24,2026-07-11 05:30:00,PT5M,,,
0,0,0,24,2026-07-11 05:35:00,PT5M,,,
0,0,0,24,2026-07-11 05:40:00,PT5M,,,
0,0,0,24,2026-07-11 05:45:00,PT5M,,,
0,0,0,25,2026-07-11 05:50:00,PT5M,,,
0,0,0,25,2026-07-11 05:55:00,PT5M,,,
0,0,0,25,2026-07-11 06:00:00,PT5M,,,
5,0,5,25,2026-07-11 06:05:00,PT5M,,,
13,0,13,25,2026-07-11 06:10:00,PT5M,,,
21,0,21,25,2026-07-11 06:15:00,PT5M,,,
31,23,29,25,2026-07-11 06:20:00,PT5M,,,
42,57,36,25,2026-07-11 06:25:00,PT5M,,,
54,87,43,25,2026-07-11 06:30:00,PT5M,,,
67,119,50,25,2026-07-11 06:35:00,PT5M,,,
81,155,57,25,2026-07-11 06:40:00,PT5M,,,
96,190,63,25,2026-07-11 06:45:00,PT5M,,,
112,224,68,25,2026-07-11 06:50:00,PT5M,,,
129,257,73,25,2026-07-11 06:55:00,PT5M,,,
147,290,78,26,2026-07-11 07:00:00,PT5M,,,
165,322,82,26,2026-07-11 07:05:00,PT5M,,,
182,345,87,26,2026-07-11 07:10:00,PT5M,,,
199,366,91,26,2026-07-11 07:15:00,PT5M,,,
217,386,96,26,2026-07-11 07:20:00,PT5M,,,
235,404,100,27,2026-07-11 07:25:00,PT5M,,,
252,422,104,27,2026-07-11 07:30:00,PT5M,,,
270,437,108,27,2026-07-11 07:35:00,PT5M,,,
288,451,112,27,2026-07-11 07:40:00,PT5M,,,
305,464,116,27,2026-07-11 07:45:00,PT5M,,,
322,476,119,28,2026-07-11 07:50:00,PT5M,,,
340,488,123,28,2026-07-11 07:55:00,PT5M,,,
358,500,126,28,2026-07-11 08:00:00,PT5M,,,
375,510,130,28,2026-07-11 08:05:00,PT5M,,,
392,521,133,29,2026-07-11 08:10:00,PT5M,,,
409,530,136,29,2026-07-11 08:15:00,PT5M,,,
426,540,139,29,2026-07-11 08:20:00,PT5M,,,
443,549,142,29,2026-07-11 08:25:00,PT5M,,,
460,557,144,30,2026-07-11 08:30:00,PT5M,,,
476,565,147,30,2026-07-11 08:35:00,PT5M,,,
492,572,150,30,2026-07-11 08:40:00,PT5M,,,
508,578,153,30,2026-07-11 08:45:00,PT5M,,,
524,585,155,30,2026-07-11 08:50:00,PT5M,,,
539,591,158,31,2026-07-11 08:55:00,PT5M,,,
554,597,160,31,2026-07-11 09:00:00,PT5M,,,
569,602,163,31,2026-07-11 09:05:00,PT5M,,,
584,607,165,31,2026-07-11 09:10:00,PT5M,,,
598,612,167,31,2026-07-11 09:15:00,PT5M,,,
613,618,169,32,2026-07-11 09:20:00,PT5M,,,
627,625,170,32,2026-07-11 09:25:00,PT5M,,,
641,631,172,32,2026-07-11 09:30:00,PT5M,,,
655,637,173,32,2026-07-11 09:35:00,PT5M,,,
668,642,174,33,2026-07-11 09:40:00,PT5M,,,
681,647,176,33,2026-07-11 09:45:00,PT5M,,,
694,652,177,33,2026-07-11 09:50:00,PT5M,,,
707,657,178,33,2026-07-11 09:55:00,PT5M,,,
719,662,179,33,2026-07-11 10:00:00,PT5M,,,
730,666,180,33,2026-07-11 10:05:00,PT5M,,,
741,669,181,34,2026-07-11 10:10:00,PT5M,,,
752,672,183,34,2026-07-11 10:15:00,PT5M,,,
762,675,184,34,2026-07-11 10:20:00,PT5M,,,
772,678,185,34,2026-07-11 10:25:00,PT5M,,,
781,681,186,34,2026-07-11 10:30:00,PT5M,,,
790,682,188,35,2026-07-11 10:35:00,PT5M,,,
797,682,190,35,2026-07-11 10:40:00,PT5M,,,
805,682,192,35,2026-07-11 10:45:00,PT5M,,,
811,681,194,35,2026-07-11 10:50:00,PT5M,,,
818,681,196,35,2026-07-11 10:55:00,PT5M,,,
823,680,198,35,2026-07-11 11:00:00,PT5M,,,
829,680,200,35,2026-07-11 11:05:00,PT5M,,,
834,679,202,36,2026-07-11 11:10:00,PT5M,,,
838,678,204,36,2026-07-11 11:15:00,PT5M,,,
842,677,206,36,2026-07-11 11:20:00,PT5M,,,
846,676,208,36,2026-07-11 11:25:00,PT5M,,,
849,674,210,36,2026-07-11 11:30:00,PT5M,,,
851,671,212,36,2026-07-11 11:35:00,PT5M,,,
852,667,215,36,2026-07-11 11:40:00,PT5M,,,
852,663,218,37,2026-07-11 11:45:00,PT5M,,,
853,658,221,37,2026-07-11 11:50:00,PT5M,,,
852,654,224,37,2026-07-11 11:55:00,PT5M,,,
851,649,227,37,2026-07-11 12:00:00,PT5M,,,
850,644,230,37,2026-07-11 12:05:00,PT5M,,,
848,639,232,37,2026-07-11 12:10:00,PT5M,,,
845,634,235,37,2026-07-11 12:15:00,PT5M,,,
843,628,238,37,2026-07-11 12:20:00,PT5M,,,
839,623,240,37,2026-07-11 12:25:00,PT5M,,,
835,617,243,37,2026-07-11 12:30:00,PT5M,,,
831,611,245,37,2026-07-11 12:35:00,PT5M,,,
826,605,248,38,2026-07-11 12:40:00,PT5M,,,
821,599,250,38,2026-07-11 12:45:00,PT5M,,,
816,593,252,38,2026-07-11 12:50:00,PT5M,,,
809,587,254,38,2026-07-11 12:55:00,PT5M,,,
803,580,256,38,2026-07-11 13:00:00,PT5M,,,
796,574,258,38,2026-07-11 13:05:00,PT5M,,,
789,567,259,38,2026-07-11 13:10:00,PT5M,,,
781,560,261,38,2026-07-11 13:15:00,PT5M,,,
773,554,262,38,2026-07-11 13:20:00,PT5M,,,
765,547,263,38,2026-07-11 13:25:00,PT5M,,,
756,540,264,38,2026-07-11 13:30:00,PT5M,,,
747,534,265,38,2026-07-11 13:35:00,PT5M,,,
739,529,265,38,2026-07-11 13:40:00,PT5M,,,
730,524,264,38,2026-07-11 13:45:00,PT5M,,,
720,519,264,38,2026-07-11 13:50:00,PT5M,,,
711,514,263,38,2026-07-11 13:55:00,PT5M,,,
701,509,262,38,2026-07-11 14:00:00,PT5M,,,
691,503,261,38,2026-07-11 14:05:00,PT5M,,,
680,498,260,38,2026-07-11 14:10:00,PT5M,,,
669,492,259,38,2026-07-11 14:15:00,PT5M,,,
658,487,258,38,2026-07-11 14:20:00,PT5M,,,
646,480,256,38,2026-07-11 14:25:00,PT5M,,,
634,473,255,38,2026-07-11 14:30:00,PT5M,,,
620,462,255,38,2026-07-11 14:35:00,PT5M,,,
603,445,257,38,2026-07-11 14:40:00,PT5M,,,
586,429,258,38,2026-07-11 14:45:00,PT5M,,,
569,413,258,38,2026-07-11 14:50:00,PT5M,,,
553,397,259,38,2026-07-11 14:55:00,PT5M,,,
536,382,258,38,2026-07-11 15:00:00,PT5M,,,
519,366,258,38,2026-07-11 15:05:00,PT5M,,,
502,352,256,38,2026-07-11 15:10:00,PT5M,,,
486,338,255,37,2026-07-11 15:15:00,PT5M,,,
469,324,252,37,2026-07-11 15:20:00,PT5M,,,
453,310,250,37,2026-07-11 15:25:00,PT5M,,,
437,296,247,37,2026-07-11 15:30:00,PT5M,,,
422,288,242,37,2026-07-11 15:35:00,PT5M,,,
409,284,236,37,2026-07-11 15:40:00,PT5M,,,
396,280,230,37,2026-07-11 15:45:00,PT5M,,,
383,276,224,37,2026-07-11 15:50:00,PT5M,,,
370,271,218,37,2026-07-11 15:55:00,PT5M,,,
356,266,211,37,2026-07-11 16:00:00,PT5M,,,
342,261,205,37,2026-07-11 16:05:00,PT5M,,,
328,255,199,36,2026-07-11 16:10:00,PT5M,,,
314,249,192,36,2026-07-11 16:15:00,PT5M,,,
300,243,185,36,2026-07-11 16:20:00,PT5M,,,
286,236,178,36,2026-07-11 16:25:00,PT5M,,,
272,229,172,36,2026-07-11 16:30:00,PT5M,,,
258,224,164,36,2026-07-11 16:35:00,PT5M,,,
245,220,157,36,2026-07-11 16:40:00,PT5M,,,
232,216,149,35,2026-07-11 16:45:00,PT5M,,,
219,210,142,35,2026-07-11 16:50:00,PT5M,,,
205,205,134,35,2026-07-11 16:55:00,PT5M,,,
191,198,126,35,2026-07-11 17:00:00,PT5M,,,
177,190,119,34,2026-07-11 17:05:00,PT5M,,,
163,181,111,34,2026-07-11 17:10:00,PT5M,,,
150,171,104,34,2026-07-11 17:15:00,PT5M,,,
135,157,96,34,2026-07-11 17:20:00,PT5M,,,
121,138,89,34,2026-07-11 17:25:00,PT5M,,,
106,119,81,33,2026-07-11 17:30:00,PT5M,,,
93,98,74,33,2026-07-11 17:35:00,PT5M,,,
79,76,66,33,2026-07-11 17:40:00,PT5M,,,
66,53,58,33,2026-07-11 17:45:00,PT5M,,,
54,29,51,32,2026-07-11 17:50:00,PT5M,,,
44,9,43,32,2026-07-11 17:55:00,PT5M,,,
33,0,33,32,2026-07-11 18:00:00,PT5M,,,
24,0,24,32,2026-07-11 18:05:00,PT5M,,,
16,0,16,31,2026-07-11 18:10:00,PT5M,,,
9,0,9,31,2026-07-11 18:15:00,PT5M,,,
3,0,3,31,2026-07-11 18:20:00,PT5M,,,
0,0,0,31,2026-07-11 18:25:00,PT5M,,,
0,0,0,30,2026-07-11 18:30:00,PT5M,,,
0,0,0,30,2026-07-11 18:35:00,PT5M,,,
0,0,0,30,2026-07-11 18:40:00,PT5M,,,
0,0,0,30,2026-07-11 18:45:00,PT5M,,,
0,0,0,30,2026-07-11 18:50:00,PT5M,,,
0,0,0,30,2026-07-11 18:55:00,PT5M,,,
0,0,0,30,2026-07-11 19:00:00,PT5M,,,
0,0,0,29,2026-07-11 19:05:00,PT5M,,,
0,0,0,29,2026-07-11 19:10:00,PT5M,,,
0,0,0,29,2026-07-11 19:15:00,PT5M,,,
0,0,0,29,2026-07-11 19:20:00,PT5M,,,
0,0,0,29,2026-07-11 19:25:00,PT5M,,,
0,0,0,29,2026-07-11 19:30:00,PT5M,,,
0,0,0,29,2026-07-11 19:35:00,PT5M,,,
0,0,0,28,2026-07-11 19:40:00,PT5M,,,
0,0,0,28,2026-07-11 19:45:00,PT5M,,,
0,0,0,28,2026-07-11 19:50:00,PT5M,,,
0,0,0,28,2026-07-11 19:55:00,PT5M,,,
0,0,0,28,2026-07-11 20:00:00,PT5M,,,
0,0,0,28,2026-07-11 20:05:00,PT5M,,,
0,0,0,28,2026-07-11 20:10:00,PT5M,,,
0,0,0,28,2026-07-11 20:15:00,PT5M,,,
0,0,0,28,2026-07-11 20:20:00,PT5M,,,
0,0,0,28,2026-07-11 20:25:00,PT5M,,,
0,0,0,27,2026-07-11 20:30:00,PT5M,,,
0,0,0,27,2026-07-11 20:35:00,PT5M,,,
0,0,0,27,2026-07-11 20:40:00,PT5M,,,
0,0,0,27,2026-07-11 20:45:00,PT5M,,,
0,0,0,27,2026-07-11 20:50:00,PT5M,,,
0,0,0,27,2026-07-11 20:55:00,PT5M,,,
0,0,0,27,2026-07-11 21:00:00,PT5M,,,
0,0,0,27,2026-07-11 21:05:00,PT5M,,,
0,0,0,27,2026-07-11 21:10:00,PT5M,,,
0,0,0,27,2026-07-11 21:15:00,PT5M,,,
0,0,0,27,2026-07-11 21:20:00,PT5M,,,
0,0,0,27,2026-07-11 21:25:00,PT5M,,,
0,0,0,27,2026-07-11 21:30:00,PT5M,,,
0,0,0,27,2026-07-11 21:35:00,PT5M,,,
0,0,0,27,2026-07-11 21:40:00,PT5M,,,
0,0,0,27,2026-07-11 21:45:00,PT5M,,,
0,0,0,26,2026-07-11 21:50:00,PT5M,,,
0,0,0,26,2026-07-11 21:55:00,PT5M,,,
0,0,0,26,2026-07-11 22:00:00,PT5M,,,
0,0,0,26,2026-07-11 22:05:00,PT5M,,,
0,0,0,26,2026-07-11 22:10:00,PT5M,,,
0,0,0,26,2026-07-11 22:15:00,PT5M,,,
0,0,0,26,2026-07-11 22:20:00,PT5M,,,
0,0,0,26,2026-07-11 22:25:00,PT5M,,,
0,0,0,26,2026-07-11 22:30:00,PT5M,,,
0,0,0,26,2026-07-11 22:35:00,PT5M,,,
0,0,0,26,2026-07-11 22:40:00,PT5M,,,
0,0,0,26,2026-07-11 22:45:00,PT5M,,,
0,0,0,26,2026-07-11 22:50:00,PT5M,,,
0,0,0,26,2026-07-11 22:55:00,PT5M,,,
0,0,0,26,2026-07-11 23:00:00,PT5M,,,
0,0,0,26,2026-07-11 23:05:00,PT5M,,,
0,0,0,26,2026-07-11 23:10:00,PT5M,,,
0,0,0,26,2026-07-11 23:15:00,PT5M,,,
0,0,0,26,2026-07-11 23:20:00,PT5M,,,
0,0,0,26,2026-07-11 23:25:00,PT5M,,,
0,0,0,26,2026-07-11 23:30:00,PT5M,,,
0,0,0,26,2026-07-11 23:35:00,PT5M,,,
0,0,0,26,2026-07-11 23:40:00,PT5M,,,
0,0,0,26,2026-07-11 23:45:00,PT5M,,,
0,0,0,26,2026-07-11 23:50:00,PT5M,,,
0,0,0,26,2026-07-11 23:55:00,PT5M,,,
0,0,0,26,2026-07-12 00:00:00,PT5M,,,
0,0,0,26,2026-07-12 00:05:00,PT5M,,,
0,0,0,26,2026-07-12 00:10:00,PT5M,,,
0,0,0,26,2026-07-12 00:15:00,PT5M,,,
0,0,0,26,2026-07-12 00:20:00,PT5M,,,
0,0,0,26,2026-07-12 00:25:00,PT5M,,,
0,0,0,25,2026-07-12 00:30:00,PT5M,,,
0,0,0,25,2026-07-12 00:35:00,PT5M,,,
0,0,0,25,2026-07-12 00:40:00,PT5M,,,
0,0,0,25,2026-07-12 00:45:00,PT5M,,,
0,0,0,25,2026-07-12 00:50:00,PT5M,,,
0,0,0,25,2026-07-12 00:55:00,PT5M,,,
0,0,0,25,2026-07-12 01:00:00,PT5M,,,
0,0,0,25,2026-07-12 01:05:00,PT5M,,,
0,0,0,25,2026-07-12 01:10:00,PT5M,,,
0,0,0,25,2026-07-12 01:15:00,PT5M,,,
0,0,0,25,2026-07-12 01:20:00,PT5M,,,
0,0,0,25,2026-07-12 01:25:00,PT5M,,,
0,0,0,25,2026-07-12 01:30:00,PT5M,,,
0,0,0,25,2026-07-12 01:35:00,PT5M,,,
0,0,0,25,2026-07-12 01:40:00,PT5M,,,
0,0,0,25,2026-07-12 01:45:00,PT5M,,,
0,0,0,25,2026-07-12 01:50:00,PT5M,,,
0,0,0,25,2026-07-12 01:55:00,PT5M,,,
0,0,0,25,2026-07-12 02:00:00,PT5M,,,
0,0,0,25,2026-07-12 02:05:00,PT5M,,,
0,0,0,25,2026-07-12 02:10:00,PT5M,,,
0,0,0,25,2026-07-12 02:15:00,PT5M,,,
0,0,0,25,2026-07-12 02:20:00,PT5M,,,
0,0,0,25,2026-07-12 02:25:00,PT5M,,,
0,0,0,25,2026-07-12 02:30:00,PT5M,,,
0,0,0,25,2026-07-12 02:35:00,PT5M,,,
0,0,0,25,2026-07-12 02:40:00,PT5M,,,
0,0,0,25,2026-07-12 02:45:00,PT5M,,,
0,0,0,25,2026-07-12 02:50:00,PT5M,,,
0,0,0,25,2026-07-12 02:55:00,PT5M,,,
0,0,0,25,2026-07-12 03:00:00,PT5M,,,
0,0,0,25,2026-07-12 03:05:00,PT5M,,,
0,0,0,25,2026-07-12 03:10:00,PT5M,,,
0,0,0,25,2026-07-12 03:15:00,PT5M,,,
0,0,0,25,2026-07-12 03:20:00,PT5M,,,
0,0,0,25,2026-07-12 03:25:00,PT5M,,,
0,0,0,25,2026-07-12 03:30:00,PT5M,,,
0,0,0,25,2026-07-12 03:35:00,PT5M,,,
0,0,0,25,2026-07-12 03:40:00,PT5M,,,
0,0,0,25,2026-07-12 03:45:00,PT5M,,,
0,0,0,25,2026-07-12 03:50:00,PT5M,,,
0,0,0,25,2026-07-12 03:55:00,PT5M,,,
0,0,0,25,2026-07-12 04:00:00,PT5M,,,
0,0,0,25,2026-07-12 04:05:00,PT5M,,,
0,0,0,25,2026-07-12 04:10:00,PT5M,,,
0,0,0,25,2026-07-12 04:15:00,PT5M,,,
0,0,0,24,2026-07-12 04:20:00,PT5M,,,
0,0,0,24,2026-07-12 04:25:00,PT5M,,,
0,0,0,24,2026-07-12 04:30:00,PT5M,,,
0,0,0,24,2026-07-12 04:35:00,PT5M,,,
0,0,0,24,2026-07-12 04:40:00,PT5M,,,
0,0,0,24,2026-07-12 04:45:00,PT5M,,,
0,0,0,24,2026-07-12 04:50:00,PT5M,,,
0,0,0,24,2026-07-12 04:55:00,PT5M,,,
0,0,0,24,2026-07-12 05:00:00,PT5M,,,
0,0,0,24,2026-07-12 05:05:00,PT5M,,,
0,0,0,24,2026-07-12 05:10:00,PT5M,,,
0,0,0,24,2026-07-12 05:15:00,PT5M,,,
0,0,0,24,2026-07-12 05:20:00,PT5M,,,
0,0,0,24,2026-07-12 05:25:00,PT5M,,,
0,0,0,24,2026-07-12 05:30:00,PT5M,,,
0,0,0,24,2026-07-12 05:35:00,PT5M,,,
0,0,0,24,2026-07-12 05:40:00,PT5M,,,
0,0,0,24,2026-07-12 05:45:00,PT5M,,,
0,0,0,24,2026-07-12 05:50:00,PT5M,,,
